Time,Date,EMG Value (mV),Filtered Value (mV)
23:39:33,04-Aug-2021,0.611,0.588
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.611,0.587
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.586
23:39:33,04-Aug-2021,0.5915,0.585
23:39:33,04-Aug-2021,0.5915,0.585
23:39:33,04-Aug-2021,0.5765,0.585
23:39:33,04-Aug-2021,0.5765,0.585
23:39:33,04-Aug-2021,0.5765,0.585
23:39:33,04-Aug-2021,0.5765,0.585
23:39:33,04-Aug-2021,0.5765,0.585
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5475,0.584
23:39:33,04-Aug-2021,0.5525,0.584
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.5525,0.583
23:39:33,04-Aug-2021,0.567,0.583
23:39:33,04-Aug-2021,0.567,0.583
23:39:33,04-Aug-2021,0.567,0.583
23:39:33,04-Aug-2021,0.567,0.583
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.567,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5720000000000001,0.582
23:39:33,04-Aug-2021,0.5765,0.582
23:39:33,04-Aug-2021,0.5765,0.582
23:39:33,04-Aug-2021,0.5765,0.582
23:39:33,04-Aug-2021,0.5765,0.582
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.583
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:33,04-Aug-2021,0.5765,0.584
23:39:34,04-Aug-2021,0.5765,0.585
23:39:34,04-Aug-2021,0.5765,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.585
23:39:34,04-Aug-2021,0.5865,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5915,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.601,0.588
23:39:34,04-Aug-2021,0.606,0.588
23:39:34,04-Aug-2021,0.606,0.588
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.611,0.586
23:39:34,04-Aug-2021,0.606,0.586
23:39:34,04-Aug-2021,0.606,0.586
23:39:34,04-Aug-2021,0.606,0.586
23:39:34,04-Aug-2021,0.606,0.585
23:39:34,04-Aug-2021,0.606,0.585
23:39:34,04-Aug-2021,0.606,0.585
23:39:34,04-Aug-2021,0.606,0.585
23:39:34,04-Aug-2021,0.606,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.584
23:39:34,04-Aug-2021,0.5965,0.584
23:39:34,04-Aug-2021,0.5965,0.584
23:39:34,04-Aug-2021,0.5965,0.584
23:39:34,04-Aug-2021,0.5965,0.584
23:39:34,04-Aug-2021,0.5525,0.584
23:39:34,04-Aug-2021,0.5525,0.584
23:39:34,04-Aug-2021,0.5525,0.584
23:39:34,04-Aug-2021,0.5525,0.583
23:39:34,04-Aug-2021,0.5525,0.583
23:39:34,04-Aug-2021,0.5525,0.583
23:39:34,04-Aug-2021,0.5525,0.583
23:39:34,04-Aug-2021,0.5475,0.583
23:39:34,04-Aug-2021,0.5475,0.583
23:39:34,04-Aug-2021,0.5475,0.583
23:39:34,04-Aug-2021,0.5475,0.582
23:39:34,04-Aug-2021,0.5475,0.582
23:39:34,04-Aug-2021,0.5475,0.582
23:39:34,04-Aug-2021,0.5475,0.582
23:39:34,04-Aug-2021,0.5475,0.582
23:39:34,04-Aug-2021,0.5525,0.582
23:39:34,04-Aug-2021,0.5525,0.582
23:39:34,04-Aug-2021,0.5525,0.582
23:39:34,04-Aug-2021,0.5525,0.582
23:39:34,04-Aug-2021,0.5525,0.582
23:39:34,04-Aug-2021,0.5525,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.567,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.582
23:39:34,04-Aug-2021,0.5720000000000001,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5815,0.582
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5815,0.583
23:39:34,04-Aug-2021,0.5865,0.583
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5865,0.584
23:39:34,04-Aug-2021,0.5915,0.584
23:39:34,04-Aug-2021,0.5915,0.585
23:39:34,04-Aug-2021,0.5915,0.585
23:39:34,04-Aug-2021,0.5915,0.585
23:39:34,04-Aug-2021,0.5915,0.585
23:39:34,04-Aug-2021,0.5915,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.585
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.586
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.601,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.611,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.606,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.587
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5965,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.586
23:39:34,04-Aug-2021,0.5525,0.585
23:39:34,04-Aug-2021,0.5525,0.585
23:39:34,04-Aug-2021,0.5425,0.585
23:39:34,04-Aug-2021,0.5425,0.585
23:39:34,04-Aug-2021,0.5425,0.585
23:39:34,04-Aug-2021,0.5425,0.585
23:39:34,04-Aug-2021,0.5425,0.585
23:39:34,04-Aug-2021,0.562,0.585
23:39:34,04-Aug-2021,0.562,0.585
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.562,0.584
23:39:34,04-Aug-2021,0.567,0.584
23:39:34,04-Aug-2021,0.567,0.584
23:39:34,04-Aug-2021,0.567,0.584
23:39:34,04-Aug-2021,0.567,0.583
23:39:34,04-Aug-2021,0.567,0.583
23:39:34,04-Aug-2021,0.567,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.583
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5765,0.582
23:39:34,04-Aug-2021,0.5720000000000001,0.582
23:39:34,04-Aug-2021,0.5720000000000001,0.582
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5720000000000001,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.581
23:39:34,04-Aug-2021,0.5765,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5815,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5865,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.5965,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.601,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.611,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.606,0.58
23:39:34,04-Aug-2021,0.567,0.58
23:39:35,04-Aug-2021,0.567,0.58
Retrieval Time (sec),1.45,Total Samples,527.0
