Time,Date,EMG Value (Voltage),Filtered EMG (Voltage)
09:25:03,05-Apr-2021,0.47,0.4845756506884302
09:25:03,05-Apr-2021,0.47,0.48248570877488944
09:25:03,05-Apr-2021,0.5,0.48017557631539487
09:25:03,05-Apr-2021,0.5,0.4776902406138917
09:25:03,05-Apr-2021,0.49,0.47510957382457647
09:25:03,05-Apr-2021,0.47,0.4725518450291694
09:25:03,05-Apr-2021,0.48,0.4701713678272182
09:25:03,05-Apr-2021,0.46,0.4681496580987334
09:25:04,05-Apr-2021,0.48,0.46668047425806236
09:25:04,05-Apr-2021,0.48,0.46595008876116295
09:25:04,05-Apr-2021,0.47,0.46611496847897566
09:25:04,05-Apr-2021,0.45,0.467279633728636
09:25:04,05-Apr-2021,0.45,0.4694777383111996
09:25:04,05-Apr-2021,0.45,0.4726592793005684
09:25:04,05-Apr-2021,0.46,0.4766862498480011
09:25:04,05-Apr-2021,0.48,0.48133802187038377
09:25:04,05-Apr-2021,0.48,0.48632643350825927
09:25:04,05-Apr-2021,0.51,0.49131919007832453
09:25:04,05-Apr-2021,0.5,0.49596901666665366
09:25:04,05-Apr-2021,0.51,0.49994522420381393
09:25:04,05-Apr-2021,0.5,0.5029640735037366
09:25:04,05-Apr-2021,0.53,0.5048145474901677
09:25:04,05-Apr-2021,0.53,0.5053767985806776
09:25:04,05-Apr-2021,0.5,0.5046315107179492
09:25:04,05-Apr-2021,0.49,0.502659560930201
09:25:04,05-Apr-2021,0.49,0.4996325118238013
09:25:04,05-Apr-2021,0.48,0.4957954308510826
09:25:04,05-Apr-2021,0.49,0.4914441747708232
09:25:04,05-Apr-2021,0.5,0.48689955810665836
09:25:04,05-Apr-2021,0.49,0.48248080689533035
09:25:04,05-Apr-2021,0.48,0.4784804996198158
09:25:04,05-Apr-2021,0.46,0.4751429114512758
09:25:04,05-Apr-2021,0.46,0.4726473363061106
09:25:04,05-Apr-2021,0.46,0.4710975396020766
09:25:04,05-Apr-2021,0.49,0.47051796858532197
09:25:04,05-Apr-2021,0.48,0.4708567443070422
09:25:04,05-Apr-2021,0.47,0.47199486228277526
09:25:04,05-Apr-2021,0.45,0.4737605247477809
09:25:04,05-Apr-2021,0.48,0.475947152914613
09:25:04,05-Apr-2021,0.47,0.47833336566872636
09:25:04,05-Apr-2021,0.49,0.4807030424022638
09:25:04,05-Apr-2021,0.5,0.4828635391793445
09:25:04,05-Apr-2021,0.5,0.48466026606334217
09:25:04,05-Apr-2021,0.48,0.48598621353821275
09:25:04,05-Apr-2021,0.49,0.4867856283279773
09:25:04,05-Apr-2021,0.49,0.4870517986264008
09:25:04,05-Apr-2021,0.49,0.4868196869642283
09:25:04,05-Apr-2021,0.49,0.48615482295921725
09:25:04,05-Apr-2021,0.49,0.48514035113426623
09:25:04,05-Apr-2021,0.47,0.4838643644163112
09:25:04,05-Apr-2021,0.45,0.4824095970039487
09:25:04,05-Apr-2021,0.47,0.48084716610213796
09:25:04,05-Apr-2021,0.46,0.4792353428294401
09:25:04,05-Apr-2021,0.49,0.4776233783135434
09:25:04,05-Apr-2021,0.49,0.47605938576675805
09:25:04,05-Apr-2021,0.49,0.4746004143037414
09:25:04,05-Apr-2021,0.48,0.4733223528439339
09:25:04,05-Apr-2021,0.48,0.4723272794696555
09:25:04,05-Apr-2021,0.47,0.47174630127458556
09:25:04,05-Apr-2021,0.48,0.4717366920979334
09:25:04,05-Apr-2021,0.49,0.47247307340853745
09:25:04,05-Apr-2021,0.48,0.4741333517637018
09:25:04,05-Apr-2021,0.47,0.4768810042605681
09:25:04,05-Apr-2021,0.46,0.480845979754078
09:25:04,05-Apr-2021,0.47,0.48610684482474587
09:25:04,05-Apr-2021,0.47,0.49267675726031723
09:25:04,05-Apr-2021,0.51,0.5004953754924392
09:25:04,05-Apr-2021,0.52,0.5094279958800176
09:25:04,05-Apr-2021,0.52,0.5192722254841972
09:25:04,05-Apr-2021,0.52,0.5297715412752624
09:25:04,05-Apr-2021,0.54,0.5406342984400725
09:25:04,05-Apr-2021,0.54,0.5515561869399697
09:25:04,05-Apr-2021,0.57,0.5622437992713254
09:25:04,05-Apr-2021,0.61,0.5724368666266635
09:25:04,05-Apr-2021,0.59,0.5819268721630497
09:25:04,05-Apr-2021,0.58,0.590570180267847
09:25:04,05-Apr-2021,0.59,0.5982944917774221
09:25:04,05-Apr-2021,0.59,0.6050982277008851
09:25:04,05-Apr-2021,0.62,0.6110432031833837
09:25:04,05-Apr-2021,0.64,0.6162415725414402
09:25:04,05-Apr-2021,0.63,0.6208384910463204
09:25:04,05-Apr-2021,0.62,0.6249922909270156
09:25:04,05-Apr-2021,0.6,0.6288542241797432
09:25:04,05-Apr-2021,0.63,0.632549929240296
09:25:04,05-Apr-2021,0.62,0.6361646414938645
09:25:04,05-Apr-2021,0.65,0.639733742895051
09:25:04,05-Apr-2021,0.65,0.6432395862438367
09:25:04,05-Apr-2021,0.64,0.6466147659447529
09:25:04,05-Apr-2021,0.64,0.6497512793368295
09:25:04,05-Apr-2021,0.66,0.6525144223349532
09:25:04,05-Apr-2021,0.65,0.6547598259994134
09:25:04,05-Apr-2021,0.68,0.6563517787425835
09:25:04,05-Apr-2021,0.66,0.657180907227825
09:25:04,05-Apr-2021,0.65,0.6571794182470225
09:25:04,05-Apr-2021,0.65,0.6563324123962991
09:25:04,05-Apr-2021,0.65,0.6546842046230078
09:25:04,05-Apr-2021,0.65,0.6523390490691334
09:25:04,05-Apr-2021,0.68,0.6494561192988482
09:25:04,05-Apr-2021,0.65,0.6462390435040344
09:25:04,05-Apr-2021,0.64,0.6429207636830282
09:25:04,05-Apr-2021,0.63,0.6397449733325161
09:25:04,05-Apr-2021,0.63,0.6369458241844589
09:25:04,05-Apr-2021,0.64,0.6347278773430179
09:25:04,05-Apr-2021,0.63,0.6332483302422645
09:25:04,05-Apr-2021,0.63,0.6326033637462378
09:25:04,05-Apr-2021,0.63,0.632820060534198
09:25:04,05-Apr-2021,0.62,0.6338547975223683
09:25:04,05-Apr-2021,0.62,0.635598354526992
09:25:04,05-Apr-2021,0.63,0.6378872524322245
09:25:04,05-Apr-2021,0.66,0.6405201042672424
09:25:04,05-Apr-2021,0.66,0.6432771364947107
09:25:04,05-Apr-2021,0.65,0.6459406406538406
09:25:04,05-Apr-2021,0.65,0.6483140427094384
09:25:04,05-Apr-2021,0.65,0.6502375418479808
09:25:04,05-Apr-2021,0.65,0.6515987937392613
09:25:04,05-Apr-2021,0.65,0.6523377723782547
09:25:04,05-Apr-2021,0.67,0.6524456318992703
09:25:04,05-Apr-2021,0.66,0.6519580415182452
09:25:04,05-Apr-2021,0.65,0.6509440507948843
09:25:04,05-Apr-2021,0.64,0.6494920248097686
09:25:04,05-Apr-2021,0.63,0.6476945096268988
09:25:04,05-Apr-2021,0.63,0.6456339707413113
09:25:04,05-Apr-2021,0.64,0.6433711410475931
09:25:04,05-Apr-2021,0.65,0.6409372432007066
09:25:04,05-Apr-2021,0.65,0.6383307201820416
09:25:04,05-Apr-2021,0.64,0.6355184674002342
09:25:04,05-Apr-2021,0.62,0.6324410370791173
09:25:04,05-Apr-2021,0.62,0.629020935079779
09:25:04,05-Apr-2021,0.63,0.6251729328891079
09:25:04,05-Apr-2021,0.64,0.6208152298873831
09:25:04,05-Apr-2021,0.62,0.6158803058872109
09:25:04,05-Apr-2021,0.61,0.6103244151253443
09:25:04,05-Apr-2021,0.6,0.6041348943350245
09:25:04,05-Apr-2021,0.58,0.5973347466925011
09:25:04,05-Apr-2021,0.59,0.5899842431364496
09:25:04,05-Apr-2021,0.58,0.5821794912118187
09:25:04,05-Apr-2021,0.59,0.5740480551674193
09:25:04,05-Apr-2021,0.58,0.5657418230024628
09:25:04,05-Apr-2021,0.56,0.5574274765049897
09:25:04,05-Apr-2021,0.54,0.5492751612400302
09:25:04,05-Apr-2021,0.53,0.5414462380247937
09:25:04,05-Apr-2021,0.53,0.5340812357588631
09:25:04,05-Apr-2021,0.54,0.5272892296151104
09:25:04,05-Apr-2021,0.52,0.5211398048823325
09:25:04,05-Apr-2021,0.52,0.515658563231254
09:25:04,05-Apr-2021,0.5,0.5108268350367765
09:25:04,05-Apr-2021,0.49,0.5065859058516773
09:25:04,05-Apr-2021,0.5,0.502845643586749
09:25:04,05-Apr-2021,0.49,0.4994969235297801
09:25:04,05-Apr-2021,0.51,0.496426730212423
09:25:04,05-Apr-2021,0.51,0.49353435861566625
09:25:04,05-Apr-2021,0.49,0.49074685364509835
09:25:04,05-Apr-2021,0.48,0.48803179687356046
09:25:04,05-Apr-2021,0.49,0.48540578481407554
09:25:04,05-Apr-2021,0.49,0.4829373896902975
09:25:04,05-Apr-2021,0.49,0.48074397476241026
09:25:04,05-Apr-2021,0.49,0.4789823911631933
09:25:04,05-Apr-2021,0.48,0.4778342686670248
09:25:04,05-Apr-2021,0.47,0.477487274141171
09:25:04,05-Apr-2021,0.47,0.47811426365570747
09:25:04,05-Apr-2021,0.47,0.47985259682041853
09:25:04,05-Apr-2021,0.47,0.48278593697357225
09:25:04,05-Apr-2021,0.49,0.48693060859316556
09:25:04,05-Apr-2021,0.51,0.4922280732080598
09:25:04,05-Apr-2021,0.49,0.4985444160198875
09:25:04,05-Apr-2021,0.49,0.5056770132679602
09:25:04,05-Apr-2021,0.5,0.5133678460141669
09:25:04,05-Apr-2021,0.52,0.5213222666727992
09:25:04,05-Apr-2021,0.53,0.5292314303806546
09:25:04,05-Apr-2021,0.56,0.5367961339224274
09:25:04,05-Apr-2021,0.56,0.5437495631296487
09:25:04,05-Apr-2021,0.55,0.5498765308854578
09:25:04,05-Apr-2021,0.56,0.5550272172591209
09:25:04,05-Apr-2021,0.55,0.5591241289283181
09:25:04,05-Apr-2021,0.56,0.5621618359011524
09:25:04,05-Apr-2021,0.58,0.564199871802981
09:25:04,05-Apr-2021,0.57,0.5653498976295398
09:25:04,05-Apr-2021,0.56,0.5657587812783659
09:25:04,05-Apr-2021,0.55,0.5655896151063265
09:25:04,05-Apr-2021,0.56,0.5650028521209605
09:25:04,05-Apr-2021,0.55,0.5641396523945267
09:25:04,05-Apr-2021,0.58,0.5631091877118388
09:25:04,05-Apr-2021,0.56,0.5619811050123634
09:25:04,05-Apr-2021,0.56,0.5607836942752638
09:25:04,05-Apr-2021,0.54,0.5595076407289178
09:25:04,05-Apr-2021,0.55,0.5581146235679719
09:25:04,05-Apr-2021,0.56,0.5565494787544126
09:25:04,05-Apr-2021,0.57,0.5547542022645816
09:25:04,05-Apr-2021,0.56,0.5526817983175764
09:25:04,05-Apr-2021,0.56,0.550307959964967
09:25:04,05-Apr-2021,0.56,0.5476388587897526
09:25:04,05-Apr-2021,0.55,0.5447138929965997
09:25:04,05-Apr-2021,0.53,0.5416030009137806
09:25:04,05-Apr-2021,0.53,0.5383989506433113
09:25:04,05-Apr-2021,0.55,0.5352057275328042
09:25:04,05-Apr-2021,0.53,0.5321246576821226
09:25:04,05-Apr-2021,0.52,0.5292401826828093
09:25:04,05-Apr-2021,0.52,0.5266072380397939
09:25:04,05-Apr-2021,0.52,0.5242419998108833
09:25:04,05-Apr-2021,0.51,0.5221173666472054
09:25:04,05-Apr-2021,0.52,0.5201639692708769
09:25:04,05-Apr-2021,0.52,0.518276810620368
09:25:04,05-Apr-2021,0.52,0.5163269291755234
09:25:04,05-Apr-2021,0.51,0.5141768428659291
09:25:04,05-Apr-2021,0.51,0.5116980508716255
09:25:04,05-Apr-2021,0.51,0.508788592675797
09:25:04,05-Apr-2021,0.51,0.5053886060410399
09:25:04,05-Apr-2021,0.52,0.5014919928587075
09:25:04,05-Apr-2021,0.51,0.4971526942770437
09:25:04,05-Apr-2021,0.5,0.49248467821788255
09:25:04,05-Apr-2021,0.48,0.4876554967975959
09:25:04,05-Apr-2021,0.47,0.4828740682727313
09:25:04,05-Apr-2021,0.47,0.47837403462010425
09:25:04,05-Apr-2021,0.48,0.47439451585740894
09:25:04,05-Apr-2021,0.47,0.47116026767588004
09:25:04,05-Apr-2021,0.47,0.4688631726702317
09:25:04,05-Apr-2021,0.46,0.46764672786125244
09:25:04,05-Apr-2021,0.46,0.4675948015477678
09:25:04,05-Apr-2021,0.46,0.4687254645901088
09:25:04,05-Apr-2021,0.48,0.47099018549261
09:25:04,05-Apr-2021,0.48,0.4742781577423296
09:25:04,05-Apr-2021,0.48,0.4784250646007118
09:25:04,05-Apr-2021,0.48,0.4832252440765965
09:25:04,05-Apr-2021,0.49,0.4884460285453364
09:25:04,05-Apr-2021,0.49,0.4938429920758373
09:25:04,05-Apr-2021,0.5,0.49917491386063717
09:25:04,05-Apr-2021,0.52,0.5042174326941566
09:25:04,05-Apr-2021,0.53,0.5087746154753201
09:25:04,05-Apr-2021,0.51,0.5126879848149675
09:25:04,05-Apr-2021,0.49,0.5158429130996494
09:25:04,05-Apr-2021,0.51,0.5181726122202974
09:25:04,05-Apr-2021,0.49,0.5196601220830489
09:25:04,05-Apr-2021,0.54,0.5203386569472747
09:25:04,05-Apr-2021,0.54,0.5202904368073308
09:25:04,05-Apr-2021,0.53,0.5196438419860112
09:25:04,05-Apr-2021,0.5,0.518568539392059
09:25:04,05-Apr-2021,0.52,0.5172682267637367
09:25:04,05-Apr-2021,0.51,0.5159708080011332
09:25:04,05-Apr-2021,0.52,0.5149160680461932
09:25:04,05-Apr-2021,0.54,0.5143411960188984
09:25:04,05-Apr-2021,0.52,0.5144647975883898
09:25:04,05-Apr-2021,0.5,0.5154703477836664
09:25:04,05-Apr-2021,0.5,0.5174903351158894
09:25:04,05-Apr-2021,0.52,0.5205925582698895
09:25:04,05-Apr-2021,0.54,0.5247700713446608
09:25:04,05-Apr-2021,0.54,0.5299361013232586
09:25:04,05-Apr-2021,0.53,0.5359249221044421
09:25:04,05-Apr-2021,0.52,0.5424992237151319
09:25:04,05-Apr-2021,0.52,0.5493639841831208
09:25:04,05-Apr-2021,0.55,0.5561862172002886
09:25:04,05-Apr-2021,0.58,0.5626192406617295
09:25:04,05-Apr-2021,0.58,0.5683293891503949
09:25:04,05-Apr-2021,0.59,0.5730225575822006
09:25:04,05-Apr-2021,0.59,0.5764677887445463
09:25:04,05-Apr-2021,0.57,0.5785153799924532
09:25:04,05-Apr-2021,0.58,0.5791076266546237
09:25:04,05-Apr-2021,0.58,0.578281193022939
09:25:04,05-Apr-2021,0.59,0.5761610411333443
09:25:04,05-Apr-2021,0.58,0.5729467287234142
09:25:04,05-Apr-2021,0.56,0.5688926372656979
09:25:04,05-Apr-2021,0.55,0.564284256693192
09:25:04,05-Apr-2021,0.54,0.5594129769402907
09:25:04,05-Apr-2021,0.55,0.5545518639092312
09:25:04,05-Apr-2021,0.56,0.5499346229359002
09:25:04,05-Apr-2021,0.56,0.5457394487394975
09:25:04,05-Apr-2021,0.55,0.5420788577484149
09:25:04,05-Apr-2021,0.53,0.5389960196126113
09:25:04,05-Apr-2021,0.51,0.5364676016805383
09:25:04,05-Apr-2021,0.53,0.5344126838974864
09:25:04,05-Apr-2021,0.54,0.5327068349839564
09:25:04,05-Apr-2021,0.53,0.5311999541941443
09:25:04,05-Apr-2021,0.54,0.5297360460501627
09:25:04,05-Apr-2021,0.53,0.5281728203435783
09:25:04,05-Apr-2021,0.53,0.526398984019558
09:25:04,05-Apr-2021,0.53,0.5243473393446926
09:25:04,05-Apr-2021,0.53,0.5220022909128437
09:25:04,05-Apr-2021,0.53,0.5194010289442864
09:25:04,05-Apr-2021,0.53,0.516628422203072
09:25:04,05-Apr-2021,0.51,0.5138064343458952
09:25:04,05-Apr-2021,0.49,0.5110795689720785
09:25:04,05-Apr-2021,0.49,0.5085983327808491
09:25:04,05-Apr-2021,0.5,0.5065028781276146
09:25:04,05-Apr-2021,0.51,0.5049088031206684
09:25:04,05-Apr-2021,0.51,0.5038966039418793
09:25:04,05-Apr-2021,0.51,0.5035056263149237
09:25:04,05-Apr-2021,0.49,0.503732702488191
09:25:04,05-Apr-2021,0.49,0.5045350872616905
09:25:04,05-Apr-2021,0.51,0.5058368538769538
09:25:04,05-Apr-2021,0.52,0.5075375797809831
09:25:04,05-Apr-2021,0.52,0.509521964195681
09:25:04,05-Apr-2021,0.53,0.5116690244664129
09:25:04,05-Apr-2021,0.52,0.5138597557831751
09:25:04,05-Apr-2021,0.51,0.5159825852055343
09:25:04,05-Apr-2021,0.5,0.5179365027970679
09:25:04,05-Apr-2021,0.51,0.5196322615671898
09:25:04,05-Apr-2021,0.53,0.5209923729302082
09:25:04,05-Apr-2021,0.53,0.5219507284342381
09:25:04,05-Apr-2021,0.52,0.5224525818975682
09:25:04,05-Apr-2021,0.51,0.5224554057504429
09:25:04,05-Apr-2021,0.5,0.5219308540040061
09:25:04,05-Apr-2021,0.53,0.5208677458353536
09:25:04,05-Apr-2021,0.52,0.5192756446282236
09:25:04,05-Apr-2021,0.53,0.5171883010042199
09:25:04,05-Apr-2021,0.53,0.514666048440113
09:25:04,05-Apr-2021,0.52,0.5117962721913383
09:25:04,05-Apr-2021,0.51,0.508691338573045
09:25:04,05-Apr-2021,0.5,0.5054838101886855
09:25:05,05-Apr-2021,0.49,0.5023192600789862
09:25:05,05-Apr-2021,0.49,0.49934739818743773
09:25:05,05-Apr-2021,0.5,0.49671244072846954
09:25:05,05-Apr-2021,0.5,0.4945436629562772
09:25:05,05-Apr-2021,0.49,0.49294692437379356
09:25:05,05-Apr-2021,0.48,0.4919977230194312
09:25:05,05-Apr-2021,0.5,0.4917360930115772
09:25:05,05-Apr-2021,0.48,0.4921634480707733
09:25:05,05-Apr-2021,0.51,0.4932413170356214
09:25:05,05-Apr-2021,0.52,0.4948918421096373
09:25:05,05-Apr-2021,0.5,0.49699994383590707
09:25:05,05-Apr-2021,0.49,0.4994171971977535
09:25:05,05-Apr-2021,0.49,0.5019676501261697
09:25:05,05-Apr-2021,0.49,0.5044559320196016
09:25:05,05-Apr-2021,0.49,0.5066779242907609
09:25:05,05-Apr-2021,0.51,0.5084339430437315
09:25:05,05-Apr-2021,0.51,0.5095438658829938
09:25:05,05-Apr-2021,0.51,0.509863056186016
09:25:05,05-Apr-2021,0.53,0.509297464666529
09:25:05,05-Apr-2021,0.51,0.5078160575301556
09:25:05,05-Apr-2021,0.51,0.5054588048178602
09:25:05,05-Apr-2021,0.51,0.5023388563046481
09:25:05,05-Apr-2021,0.5,0.49863816534343347
09:25:05,05-Apr-2021,0.51,0.4945965861407134
09:25:05,05-Apr-2021,0.48,0.49049525269063887
09:25:05,05-Apr-2021,0.48,0.4866357426563375
09:25:05,05-Apr-2021,0.48,0.4833170443006484
09:25:05,05-Apr-2021,0.47,0.4808126067512775
09:25:05,05-Apr-2021,0.48,0.4793497295433582
09:25:05,05-Apr-2021,0.49,0.4790932547129441
09:25:05,05-Apr-2021,0.47,0.4801350249392476
09:25:05,05-Apr-2021,0.46,0.4824899394249706
09:25:05,05-Apr-2021,0.47,0.48609873715492996
09:25:05,05-Apr-2021,0.5,0.49083691356048864
09:25:05,05-Apr-2021,0.52,0.49652849794674153
09:25:05,05-Apr-2021,0.52,0.5029628946983409
09:25:05,05-Apr-2021,0.51,0.5099127456878836
09:25:05,05-Apr-2021,0.51,0.5171508698833122
09:25:05,05-Apr-2021,0.53,0.5244647332789689
09:25:05,05-Apr-2021,0.53,0.5316674653594213
09:25:05,05-Apr-2021,0.55,0.538605024275587
09:25:05,05-Apr-2021,0.55,0.5451596262712507
09:25:05,05-Apr-2021,0.53,0.5512499484021142
09:25:05,05-Apr-2021,0.53,0.5568288560685378
09:25:05,05-Apr-2021,0.56,0.5618794684835847
09:25:05,05-Apr-2021,0.59,0.5664102535420232
09:25:05,05-Apr-2021,0.58,0.5704496027946951
09:25:05,05-Apr-2021,0.58,0.5740401029421422
09:25:05,05-Apr-2021,0.58,0.5772326101534104
09:25:05,05-Apr-2021,0.57,0.5800802792825707
09:25:05,05-Apr-2021,0.57,0.5826328337088524
09:25:05,05-Apr-2021,0.59,0.5849314732505984
09:25:05,05-Apr-2021,0.58,0.5870048288846661
09:25:05,05-Apr-2021,0.6,0.5888662732774862
09:25:05,05-Apr-2021,0.59,0.5905127315742108
09:25:05,05-Apr-2021,0.59,0.591924970545944
09:25:05,05-Apr-2021,0.59,0.5930692180363212
09:25:05,05-Apr-2021,0.6,0.5938998863711228
09:25:05,05-Apr-2021,0.58,0.5943631291872609
09:25:05,05-Apr-2021,0.6,0.5944009375543159
09:25:05,05-Apr-2021,0.61,0.5939554786408361
09:25:05,05-Apr-2021,0.6,0.5929734120041702
09:25:05,05-Apr-2021,0.59,0.591409998085049
09:25:05,05-Apr-2021,0.58,0.589232930766643
09:25:05,05-Apr-2021,0.57,0.586425931802166
09:25:05,05-Apr-2021,0.57,0.5829921668845184
09:25:05,05-Apr-2021,0.59,0.5789574327949625
09:25:05,05-Apr-2021,0.58,0.5743728423129567
09:25:05,05-Apr-2021,0.57,0.5693164876772492
09:25:05,05-Apr-2021,0.56,0.5638934071687997
09:25:05,05-Apr-2021,0.57,0.5582331913516311
09:25:05,05-Apr-2021,0.56,0.5524847640281008
09:25:05,05-Apr-2021,0.56,0.546808231288415
09:25:05,05-Apr-2021,0.54,0.5413641614602234
09:25:05,05-Apr-2021,0.54,0.5363011716495325
09:25:05,05-Apr-2021,0.52,0.5317431597965299
09:25:05,05-Apr-2021,0.53,0.5277778261623792
09:25:05,05-Apr-2021,0.5,0.5244481806093649
09:25:05,05-Apr-2021,0.51,0.5217484824716877
09:25:05,05-Apr-2021,0.51,0.5196255204138603
09:25:05,05-Apr-2021,0.53,0.5179853878888886
09:25:05,05-Apr-2021,0.52,0.5167050800816155
09:25:05,05-Apr-2021,0.51,0.5156474936206479
09:25:05,05-Apr-2021,0.52,0.5146778945376528
09:25:05,05-Apr-2021,0.53,0.5136797162838169
09:25:05,05-Apr-2021,0.53,0.5125676753600041
09:25:05,05-Apr-2021,0.52,0.5112966179441175
09:25:05,05-Apr-2021,0.51,0.5098651701689613
09:25:05,05-Apr-2021,0.49,0.5083140451817548
09:25:05,05-Apr-2021,0.5,0.5067196094888922
09:25:05,05-Apr-2021,0.5,0.5051838792591159
09:25:05,05-Apr-2021,0.5,0.5038224149313336
09:25:05,05-Apr-2021,0.52,0.502751612440592
09:25:05,05-Apr-2021,0.5,0.5020767271052902
09:25:05,05-Apr-2021,0.49,0.5018817054631634
09:25:05,05-Apr-2021,0.49,0.5022216024992916
09:25:05,05-Apr-2021,0.5,0.5031180424331919
09:25:05,05-Apr-2021,0.52,0.5045578403802202
09:25:05,05-Apr-2021,0.52,0.5064945660959198
