Time,Date,EMG Value (Voltage),Filtered EMG (Voltage)
09:21:55,05-Apr-2021,0.35,0.36052529577977327
09:21:55,05-Apr-2021,0.34,0.36263839075795334
09:21:55,05-Apr-2021,0.36,0.36517989468487977
09:21:55,05-Apr-2021,0.37,0.36804494703930773
09:21:55,05-Apr-2021,0.39,0.3711205874098215
09:21:55,05-Apr-2021,0.39,0.3742912740174512
09:21:55,05-Apr-2021,0.39,0.3774433612833663
09:21:55,05-Apr-2021,0.38,0.38046814563179415
09:21:55,05-Apr-2021,0.38,0.38326349434028
09:21:55,05-Apr-2021,0.37,0.3857345159809245
09:21:55,05-Apr-2021,0.38,0.3877940503441248
09:21:55,05-Apr-2021,0.38,0.3893638290030825
09:21:55,05-Apr-2021,0.38,0.39037694831085284
09:21:55,05-Apr-2021,0.39,0.3907818581803345
09:21:55,05-Apr-2021,0.38,0.3905475201713732
09:21:55,05-Apr-2021,0.41,0.3896688719859803
09:21:55,05-Apr-2021,0.41,0.38817139192520633
09:21:55,05-Apr-2021,0.4,0.38611349293396185
09:21:55,05-Apr-2021,0.39,0.38358573494613035
09:21:55,05-Apr-2021,0.37,0.3807063776284148
09:21:55,05-Apr-2021,0.37,0.37761346180201055
09:21:55,05-Apr-2021,0.36,0.3744542196070461
09:21:55,05-Apr-2021,0.36,0.371373014289961
09:21:55,05-Apr-2021,0.37,0.36849913447024113
09:21:55,05-Apr-2021,0.38,0.36593565283475593
09:21:55,05-Apr-2021,0.38,0.3637503149141855
09:21:55,05-Apr-2021,0.36,0.3619691721795187
09:21:55,05-Apr-2021,0.36,0.360573488677741
09:21:55,05-Apr-2021,0.35,0.3595003218207638
09:21:55,05-Apr-2021,0.34,0.3586470275110563
09:21:55,05-Apr-2021,0.35,0.3578796784170066
09:21:55,05-Apr-2021,0.35,0.35704497342028274
09:21:55,05-Apr-2021,0.36,0.35598469889141304
09:21:55,05-Apr-2021,0.36,0.3545512929174913
09:21:56,05-Apr-2021,0.37,0.35262270752495695
09:21:56,05-Apr-2021,0.36,0.3501146859902278
09:21:56,05-Apr-2021,0.36,0.346988833092422
09:21:56,05-Apr-2021,0.35,0.3432554317532989
09:21:56,05-Apr-2021,0.34,0.33897074695330237
09:21:56,05-Apr-2021,0.32,0.33422940161897385
09:21:56,05-Apr-2021,0.32,0.329153140708321
09:21:56,05-Apr-2021,0.32,0.32387777988941907
09:21:56,05-Apr-2021,0.32,0.31854029027753367
09:21:56,05-Apr-2021,0.31,0.3132678070092227
09:21:56,05-Apr-2021,0.3,0.30816993587945973
09:21:56,05-Apr-2021,0.3,0.30333516022647455
09:21:56,05-Apr-2021,0.29,0.2988315009203344
09:21:56,05-Apr-2021,0.29,0.2947109222470705
09:21:56,05-Apr-2021,0.29,0.2910163725422
09:21:56,05-Apr-2021,0.3,0.28778987928330224
09:21:56,05-Apr-2021,0.3,0.28507986983131706
09:21:56,05-Apr-2021,0.29,0.2829459337096252
09:21:56,05-Apr-2021,0.29,0.28145961023481253
09:21:56,05-Apr-2021,0.29,0.2807004401276507
09:21:56,05-Apr-2021,0.28,0.28074735836663184
09:21:56,05-Apr-2021,0.29,0.2816663839914592
09:21:56,05-Apr-2021,0.28,0.283496330184791
09:21:56,05-Apr-2021,0.27,0.2862347818203617
09:21:56,05-Apr-2021,0.27,0.289826765281514
09:21:56,05-Apr-2021,0.27,0.29415830722659037
09:21:56,05-Apr-2021,0.3,0.2990564497805862
09:21:56,05-Apr-2021,0.31,0.30429635027345153
09:21:56,05-Apr-2021,0.31,0.30961501907960276
09:21:56,05-Apr-2021,0.32,0.3147302538298583
09:21:56,05-Apr-2021,0.33,0.3193625968664912
09:21:56,05-Apr-2021,0.33,0.32325777937873645
09:21:56,05-Apr-2021,0.33,0.32620713746422964
09:21:56,05-Apr-2021,0.34,0.32806384601686805
09:21:56,05-Apr-2021,0.34,0.328753430676479
09:21:56,05-Apr-2021,0.32,0.3282777785776003
09:21:56,05-Apr-2021,0.32,0.32671265639480185
09:21:56,05-Apr-2021,0.31,0.3241994401088528
09:21:56,05-Apr-2021,0.32,0.3209322659696677
09:21:56,05-Apr-2021,0.32,0.3171420769949977
09:21:56,05-Apr-2021,0.32,0.31307908300164744
09:21:56,05-Apr-2021,0.31,0.30899504632069136
09:21:56,05-Apr-2021,0.3,0.30512662978016525
09:21:56,05-Apr-2021,0.3,0.3016808447193252
09:21:56,05-Apr-2021,0.29,0.2988234185704835
09:21:56,05-Apr-2021,0.3,0.2966706483498762
09:21:56,05-Apr-2021,0.29,0.29528501478475505
09:21:56,05-Apr-2021,0.3,0.29467452551194523
09:21:56,05-Apr-2021,0.3,0.2947954784412312
09:21:56,05-Apr-2021,0.3,0.2955581322664026
09:21:56,05-Apr-2021,0.3,0.29683466663948305
09:21:56,05-Apr-2021,0.3,0.2984688071113425
09:21:56,05-Apr-2021,0.29,0.300286547170468
09:21:56,05-Apr-2021,0.3,0.30210747046388703
09:21:56,05-Apr-2021,0.3,0.3037562116202184
09:21:56,05-Apr-2021,0.31,0.30507356945572567
09:21:56,05-Apr-2021,0.3,0.3059267127132923
09:21:56,05-Apr-2021,0.31,0.3062178343879809
09:21:56,05-Apr-2021,0.3,0.30589056097669604
09:21:56,05-Apr-2021,0.3,0.3049334417432524
09:21:56,05-Apr-2021,0.32,0.3033799520718406
09:21:56,05-Apr-2021,0.32,0.3013046614193376
09:21:56,05-Apr-2021,0.3,0.29881555322365266
09:21:56,05-Apr-2021,0.29,0.2960429318157341
09:21:56,05-Apr-2021,0.29,0.29312585319113077
09:21:56,05-Apr-2021,0.29,0.29019746918207334
09:21:56,05-Apr-2021,0.29,0.2873709678117087
09:21:56,05-Apr-2021,0.28,0.28472785606303225
09:21:56,05-Apr-2021,0.27,0.282310147973058
09:21:56,05-Apr-2021,0.26,0.2801176070900257
09:21:56,05-Apr-2021,0.27,0.278110579780557
09:21:56,05-Apr-2021,0.28,0.2762182009186473
09:21:56,05-Apr-2021,0.28,0.2743509570478236
09:21:56,05-Apr-2021,0.28,0.2724158976263986
09:21:56,05-Apr-2021,0.28,0.2703323396283541
09:21:56,05-Apr-2021,0.28,0.26804581267065347
09:21:56,05-Apr-2021,0.27,0.2655382590460926
09:21:56,05-Apr-2021,0.27,0.2628330775597919
09:21:56,05-Apr-2021,0.26,0.25999437238872525
09:21:56,05-Apr-2021,0.26,0.2571206053471682
09:21:56,05-Apr-2021,0.25,0.2543336204326442
09:21:56,05-Apr-2021,0.24,0.25176460275147133
09:21:56,05-Apr-2021,0.24,0.24953887287244744
09:21:56,05-Apr-2021,0.24,0.24776146746909097
09:21:56,05-Apr-2021,0.25,0.24650523260997673
09:21:56,05-Apr-2021,0.25,0.24580272306213177
09:21:56,05-Apr-2021,0.25,0.24564266040430127
09:21:56,05-Apr-2021,0.24,0.24597115646995094
09:21:56,05-Apr-2021,0.24,0.24669742470546205
09:21:56,05-Apr-2021,0.25,0.2477033031682351
09:21:56,05-Apr-2021,0.25,0.24885559534479898
09:21:56,05-Apr-2021,0.25,0.25001999874751174
09:21:56,05-Apr-2021,0.26,0.25107525408250353
09:21:56,05-Apr-2021,0.25,0.25192613409741627
09:21:56,05-Apr-2021,0.25,0.25251401219321906
09:21:56,05-Apr-2021,0.26,0.25282399496193625
09:21:56,05-Apr-2021,0.26,0.25288794121986113
09:21:56,05-Apr-2021,0.25,0.25278308860963283
09:21:56,05-Apr-2021,0.26,0.2526264333852195
09:21:56,05-Apr-2021,0.25,0.25256542118425024
09:21:56,05-Apr-2021,0.24,0.25276585902574916
09:21:56,05-Apr-2021,0.25,0.25339820160724713
09:21:56,05-Apr-2021,0.25,0.25462346300476274
09:21:56,05-Apr-2021,0.26,0.2565799555462604
09:21:56,05-Apr-2021,0.27,0.25937189838149016
09:21:56,05-Apr-2021,0.27,0.26306073306995337
09:21:56,05-Apr-2021,0.27,0.26765979020025094
09:21:56,05-Apr-2021,0.27,0.2731327880638998
09:21:56,05-Apr-2021,0.26,0.2793964789379671
09:21:56,05-Apr-2021,0.28,0.2863275260318972
09:21:56,05-Apr-2021,0.29,0.2937733405753321
09:21:56,05-Apr-2021,0.29,0.3015661321173506
09:21:56,05-Apr-2021,0.31,0.309538892378466
09:21:56,05-Apr-2021,0.33,0.317541560274842
09:21:56,05-Apr-2021,0.33,0.32545533176689945
09:21:56,05-Apr-2021,0.35,0.33320308853958713
09:21:56,05-Apr-2021,0.36,0.340754279436735
09:21:56,05-Apr-2021,0.36,0.3481232837750976
09:21:56,05-Apr-2021,0.36,0.3553612254895628
09:21:56,05-Apr-2021,0.35,0.36254223389832935
09:21:56,05-Apr-2021,0.35,0.36974606302475915
09:21:56,05-Apr-2021,0.37,0.37703959497595785
09:21:56,05-Apr-2021,0.38,0.38445993516659904
09:21:56,05-Apr-2021,0.38,0.39200153518592984
09:21:56,05-Apr-2021,0.4,0.39960913499958106
09:21:56,05-Apr-2021,0.4,0.4071774446561315
09:21:56,05-Apr-2021,0.41,0.41455754200900996
09:21:56,05-Apr-2021,0.43,0.42156908281106054
09:21:56,05-Apr-2021,0.44,0.4280167122873826
09:21:56,05-Apr-2021,0.44,0.4337086150722918
09:21:56,05-Apr-2021,0.44,0.43847498889416864
09:21:56,05-Apr-2021,0.44,0.44218437164464813
09:21:56,05-Apr-2021,0.45,0.4447561339832774
09:21:56,05-Apr-2021,0.45,0.4461679826933547
09:21:56,05-Apr-2021,0.45,0.4464579191930604
09:21:56,05-Apr-2021,0.45,0.44572070003969816
09:21:56,05-Apr-2021,0.44,0.44409940456816216
09:21:56,05-Apr-2021,0.44,0.44177318268244814
09:21:56,05-Apr-2021,0.43,0.43894258440071215
09:21:56,05-Apr-2021,0.43,0.4358140215411319
09:21:56,05-Apr-2021,0.43,0.432584865245301
09:21:56,05-Apr-2021,0.43,0.42943046076300323
09:21:56,05-Apr-2021,0.42,0.42649399666212506
09:21:56,05-Apr-2021,0.43,0.42387977201016125
09:21:56,05-Apr-2021,0.43,0.4216500337634889
09:21:56,05-Apr-2021,0.43,0.4198252623112964
09:21:56,05-Apr-2021,0.42,0.4183875931307704
09:21:56,05-Apr-2021,0.41,0.41728696745034394
09:21:56,05-Apr-2021,0.4,0.4164495553820246
09:21:56,05-Apr-2021,0.41,0.41578791877401716
09:21:56,05-Apr-2021,0.41,0.4152122221760152
09:21:56,05-Apr-2021,0.41,0.41464155986854667
09:21:56,05-Apr-2021,0.42,0.41401421457528864
09:21:56,05-Apr-2021,0.43,0.4132955119899246
09:21:56,05-Apr-2021,0.43,0.4124819956226564
09:21:56,05-Apr-2021,0.42,0.41160098603725037
09:21:56,05-Apr-2021,0.42,0.41070520122216503
09:21:56,05-Apr-2021,0.41,0.40986290992571006
09:21:56,05-Apr-2021,0.4,0.40914490901519324
09:21:56,05-Apr-2021,0.4,0.4086102771726217
09:21:56,05-Apr-2021,0.4,0.40829320579897493
09:21:56,05-Apr-2021,0.39,0.40819315479040613
09:21:56,05-Apr-2021,0.39,0.4082701188778711
09:21:56,05-Apr-2021,0.4,0.4084459913555768
09:21:56,05-Apr-2021,0.42,0.4086120129278208
09:21:56,05-Apr-2021,0.42,0.4086412761414073
09:21:56,05-Apr-2021,0.41,0.408404416005233
09:21:56,05-Apr-2021,0.42,0.4077861143186189
09:21:56,05-Apr-2021,0.41,0.40669995506855083
09:21:56,05-Apr-2021,0.41,0.40509947211781244
09:21:56,05-Apr-2021,0.42,0.4029838427205982
09:21:56,05-Apr-2021,0.4,0.4003974881652132
09:21:56,05-Apr-2021,0.4,0.3974237280414632
09:21:56,05-Apr-2021,0.39,0.3941734784636031
09:21:56,05-Apr-2021,0.38,0.39077066987763076
09:21:56,05-Apr-2021,0.38,0.38733648544786414
09:21:56,05-Apr-2021,0.38,0.3839746242445214
09:21:56,05-Apr-2021,0.37,0.3807595692558737
09:21:56,05-Apr-2021,0.37,0.37772934047079876
09:21:56,05-Apr-2021,0.38,0.3748835309171058
09:21:56,05-Apr-2021,0.37,0.3721866713234121
09:21:56,05-Apr-2021,0.37,0.36957626083755485
09:21:56,05-Apr-2021,0.38,0.366974235566372
09:21:56,05-Apr-2021,0.37,0.36430029147890375
09:21:56,05-Apr-2021,0.36,0.3614853604415353
09:21:56,05-Apr-2021,0.36,0.358483642164264
09:21:56,05-Apr-2021,0.35,0.3552818689856603
09:21:56,05-Apr-2021,0.36,0.3519048546400629
09:21:56,05-Apr-2021,0.35,0.34841678907097995
09:21:56,05-Apr-2021,0.34,0.3449181490303737
09:21:56,05-Apr-2021,0.34,0.3415384786403228
09:21:56,05-Apr-2021,0.34,0.3384256414003004
09:21:56,05-Apr-2021,0.34,0.3357324420968927
09:21:56,05-Apr-2021,0.34,0.33360175674942705
09:21:56,05-Apr-2021,0.34,0.33215149159059787
09:21:56,05-Apr-2021,0.33,0.33146081340090117
09:21:56,05-Apr-2021,0.32,0.33155912682825617
09:21:56,05-Apr-2021,0.32,0.3324191687802818
09:21:56,05-Apr-2021,0.32,0.3339552901658279
09:21:56,05-Apr-2021,0.32,0.3360274770993076
09:21:56,05-Apr-2021,0.34,0.338450967155972
09:21:56,05-Apr-2021,0.36,0.3410105542339196
09:21:56,05-Apr-2021,0.36,0.34347800942436396
09:21:56,05-Apr-2021,0.35,0.3456306324801363
09:21:56,05-Apr-2021,0.35,0.3472688802790851
09:21:56,05-Apr-2021,0.34,0.34823128106600526
09:21:56,05-Apr-2021,0.35,0.34840533080029845
09:21:56,05-Apr-2021,0.35,0.34773364424746206
09:21:56,05-Apr-2021,0.35,0.3462151936101498
09:21:56,05-Apr-2021,0.35,0.34390196170354753
09:21:56,05-Apr-2021,0.34,0.34089175195328714
09:21:56,05-Apr-2021,0.33,0.33731822452729654
09:21:56,05-Apr-2021,0.33,0.3333394420414129
09:21:56,05-Apr-2021,0.33,0.32912627532662586
09:21:56,05-Apr-2021,0.32,0.3248519171294582
09:21:56,05-Apr-2021,0.31,0.32068348484755266
09:21:56,05-Apr-2021,0.31,0.31677629566711446
09:21:56,05-Apr-2021,0.31,0.31327091970901366
09:21:56,05-Apr-2021,0.31,0.31029262385435924
09:21:56,05-Apr-2021,0.32,0.307952391867661
09:21:56,05-Apr-2021,0.32,0.30634843543863827
09:21:56,05-Apr-2021,0.32,0.3055670703026008
09:21:56,05-Apr-2021,0.3,0.3056820478682976
09:21:56,05-Apr-2021,0.3,0.3067518625017532
09:21:56,05-Apr-2021,0.32,0.3088150924844943
09:21:56,05-Apr-2021,0.31,0.31188435033261
09:21:56,05-Apr-2021,0.31,0.3159398116361358
09:21:56,05-Apr-2021,0.31,0.3209235030445824
09:21:56,05-Apr-2021,0.33,0.32673553792181564
09:21:56,05-Apr-2021,0.32,0.3332332935620596
09:21:56,05-Apr-2021,0.33,0.34023415261179757
09:21:56,05-Apr-2021,0.35,0.34752194050468743
09:21:56,05-Apr-2021,0.37,0.3548566638336904
09:21:56,05-Apr-2021,0.36,0.36198668810685186
09:21:56,05-Apr-2021,0.37,0.3686621757795646
09:21:56,05-Apr-2021,0.38,0.3746484899027671
09:21:56,05-Apr-2021,0.39,0.3797383554229786
09:21:56,05-Apr-2021,0.38,0.38376181639599083
09:21:56,05-Apr-2021,0.39,0.38659337212826606
09:21:56,05-Apr-2021,0.38,0.3881560541571388
09:21:56,05-Apr-2021,0.39,0.38842255596236647
09:21:56,05-Apr-2021,0.39,0.3874137960621084
09:21:56,05-Apr-2021,0.38,0.38519545440411695
09:21:56,05-Apr-2021,0.37,0.38187307039311225
09:21:56,05-Apr-2021,0.38,0.3775862445444326
09:21:56,05-Apr-2021,0.38,0.37250236993104907
09:21:56,05-Apr-2021,0.37,0.3668101701810869
09:21:56,05-Apr-2021,0.36,0.360713182645185
09:21:56,05-Apr-2021,0.35,0.3544232350655664
09:21:56,05-Apr-2021,0.35,0.34815392982994625
09:21:56,05-Apr-2021,0.34,0.3421141526418292
09:21:56,05-Apr-2021,0.34,0.33650163820666645
09:21:56,05-Apr-2021,0.33,0.3314966444380859
09:21:56,05-Apr-2021,0.33,0.32725581285580785
09:21:56,05-Apr-2021,0.32,0.32390633274460706
09:21:56,05-Apr-2021,0.32,0.3215405807717368
09:21:56,05-Apr-2021,0.33,0.32021147138964856
09:21:56,05-Apr-2021,0.32,0.31992882194330313
09:21:56,05-Apr-2021,0.33,0.32065710732472236
09:21:56,05-Apr-2021,0.32,0.3223150441795626
09:21:56,05-Apr-2021,0.32,0.32477747889102293
09:21:56,05-Apr-2021,0.31,0.32788001192068145
09:21:56,05-Apr-2021,0.32,0.3314266243228132
09:21:56,05-Apr-2021,0.34,0.33520025646245305
09:21:56,05-Apr-2021,0.34,0.338975853627529
09:21:56,05-Apr-2021,0.34,0.3425349259986321
09:21:56,05-Apr-2021,0.35,0.3456802880884788
09:21:56,05-Apr-2021,0.36,0.3482494455997673
09:21:56,05-Apr-2021,0.36,0.3501251400504618
09:21:56,05-Apr-2021,0.36,0.3512418489883005
09:21:56,05-Apr-2021,0.35,0.35158753459200814
09:21:56,05-Apr-2021,0.36,0.3512005575559224
09:21:56,05-Apr-2021,0.34,0.3501623157622006
09:21:56,05-Apr-2021,0.34,0.3485867090619628
09:21:56,05-Apr-2021,0.34,0.346607874043171
09:21:56,05-Apr-2021,0.34,0.34436772103931523
09:21:56,05-Apr-2021,0.33,0.342004640094736
09:21:56,05-Apr-2021,0.34,0.3396443771905883
09:21:56,05-Apr-2021,0.35,0.3373936089884892
09:21:56,05-Apr-2021,0.34,0.33533626991195725
09:21:56,05-Apr-2021,0.33,0.3335323035225901
09:21:56,05-Apr-2021,0.33,0.33201827723791755
09:21:56,05-Apr-2021,0.33,0.330809220733219
09:21:56,05-Apr-2021,0.34,0.3299010911253514
09:21:56,05-Apr-2021,0.34,0.32927339363757324
09:21:56,05-Apr-2021,0.33,0.32889166983122664
